customer_code,2025-01-01,2025-02-01,2025-03-01,2026-01-01,2026-02-01
KH-00001,2305556.0,0.0,9222223.0,0.0,0.0
KH-00002,3509259.0,0.0,0.0,0.0,0.0
KH-00003,2398148.0,0.0,0.0,0.0,0.0
KH-00004,12268519.0,47190000.0,135920000.0,20574074.0,57787759.0
KH-00005,4425926.0,0.0,0.0,0.0,0.0
KH-00006,82460919.0,276751530.0,175371454.0,158071007.0,401262658.0
KH-00007,247541204.0,0.0,34840000.0,324075674.0,0.0
KH-00008,6648148.0,0.0,0.0,7037038.0,0.0
KH-00009,44444444.0,0.0,0.0,0.0,44444444.0
KH-00010,17104444.0,48521284.0,145245148.0,28257218.0,81211454.0
KH-00011,2305556.0,0.0,2305556.0,0.0,0.0
KH-00012,2592593.0,0.0,2592593.0,0.0,0.0
KH-00013,2490741.0,0.0,0.0,0.0,0.0
KH-00014,42780000.0,31330000.0,45160000.0,39473324.0,0.0
KH-00015,23210000.0,0.0,54720000.0,0.0,0.0
KH-00016,36730000.0,0.0,57180000.0,0.0,0.0
KH-00017,23350000.0,0.0,0.0,0.0,0.0
KH-00018,96920000.0,0.0,28981481.0,62849148.0,81484230.0
KH-00019,549131198.0,196435555.0,569935465.0,1673095925.0,633303612.0
KH-00020,124583332.0,0.0,0.0,0.0,0.0
KH-00021,87037037.0,0.0,0.0,0.0,0.0
KH-00022,37250000.0,32160000.0,70016647.0,47703881.0,0.0
KH-00023,284648146.0,272593519.0,4425926.0,0.0,230648146.0
KH-00024,55900000.0,96260000.0,114270000.0,149230528.0,181779584.0
KH-00025,13277778.0,0.0,0.0,0.0,0.0
KH-00026,7777778.0,0.0,0.0,0.0,0.0
KH-00027,24583215.0,18920000.0,24764039.0,107754783.0,46031470.0
KH-00028,34510000.0,0.0,16540000.0,0.0,0.0
KH-00029,4055556.0,0.0,0.0,0.0,0.0
KH-00030,680818519.0,0.0,0.0,685527778.0,0.0
KH-00031,4907408.0,0.0,0.0,0.0,0.0
KH-00032,1935185.0,0.0,0.0,0.0,0.0
KH-00033,11064815.0,0.0,0.0,0.0,0.0
KH-00034,11750000.0,21000000.0,0.0,0.0,0.0
KH-00035,15000000.0,0.0,48200000.0,0.0,0.0
KH-00036,31342592.0,14981481.0,0.0,0.0,0.0
KH-00037,3879630.0,0.0,0.0,0.0,0.0
KH-00038,32350000.0,74329035.0,0.0,0.0,0.0
KH-00039,153703695.0,0.0,0.0,61250010.0,0.0
KH-00040,185400000.0,61200000.0,46800000.0,0.0,0.0
KH-00041,11064815.0,0.0,0.0,0.0,0.0
KH-00042,23315739.0,50856467.0,48142117.0,37474434.0,40871560.0
KH-00043,2360000.0,28290000.0,0.0,0.0,0.0
KH-00044,29250000.0,0.0,0.0,47775542.0,0.0
KH-00045,18111112.0,0.0,0.0,0.0,0.0
KH-00046,105677282.0,0.0,108164789.0,0.0,78322761.0
KH-00047,0.0,36180000.0,0.0,0.0,0.0
KH-00048,0.0,13277778.0,0.0,0.0,0.0
KH-00049,0.0,58662032.0,29268048.0,16416664.0,20859996.0
KH-00050,0.0,2305556.0,0.0,0.0,0.0
KH-00051,0.0,4611111.0,0.0,0.0,0.0
KH-00052,0.0,2212963.0,0.0,0.0,0.0
KH-00053,0.0,3694444.0,0.0,0.0,0.0
KH-00054,0.0,2398148.0,0.0,0.0,0.0
KH-00055,0.0,4983333.0,0.0,0.0,0.0
KH-00056,0.0,33090000.0,0.0,0.0,0.0
KH-00057,0.0,152555152.0,411020000.0,0.0,0.0
KH-00058,0.0,24000000.0,0.0,0.0,0.0
KH-00059,0.0,48680000.0,0.0,0.0,0.0
KH-00060,0.0,25550000.0,0.0,0.0,0.0
KH-00061,0.0,13730000.0,0.0,0.0,0.0
KH-00062,0.0,71840000.0,47700000.0,0.0,0.0
KH-00063,0.0,20615148.0,31100000.0,0.0,0.0
KH-00064,0.0,130900000.0,232162500.0,0.0,0.0
KH-00065,0.0,82180000.0,468450000.0,0.0,0.0
KH-00066,0.0,34390000.0,0.0,0.0,0.0
KH-00067,0.0,68891481.0,145054821.0,0.0,0.0
KH-00068,0.0,30520000.0,17490000.0,0.0,0.0
KH-00069,0.0,11074074.0,0.0,5537037.0,0.0
KH-00070,0.0,8851852.0,0.0,0.0,0.0
KH-00071,0.0,3509259.0,0.0,0.0,0.0
KH-00072,0.0,3450000.0,0.0,0.0,0.0
KH-00073,0.0,35060000.0,27552500.0,0.0,0.0
KH-00074,0.0,15431481.0,10400000.0,13197126.0,0.0
KH-00075,0.0,102990000.0,209865405.0,54772209.0,0.0
KH-00076,0.0,80159073.0,61858500.0,362784570.0,270117118.0
KH-00077,0.0,35020000.0,0.0,0.0,0.0
KH-00078,0.0,98797405.0,127574124.0,75514516.0,0.0
KH-00079,0.0,60146430.0,22170000.0,47852213.0,82504421.0
KH-00080,0.0,60020000.0,0.0,0.0,0.0
KH-00081,0.0,45220000.0,0.0,0.0,0.0
KH-00082,0.0,43600000.0,0.0,0.0,0.0
KH-00083,0.0,39450000.0,101950000.0,0.0,0.0
KH-00084,0.0,17860000.0,0.0,0.0,0.0
KH-00085,0.0,23760000.0,23020000.0,0.0,0.0
KH-00086,0.0,33647574.0,76371787.0,0.0,0.0
KH-00087,0.0,24200000.0,0.0,0.0,0.0
KH-00088,0.0,37992643.0,87890000.0,72584440.0,130813575.0
KH-00089,0.0,138392643.0,0.0,0.0,0.0
KH-00090,0.0,8518519.0,0.0,0.0,0.0
KH-00091,0.0,141519023.0,2547090608.0,1237280000.0,1052970000.0
KH-00092,0.0,14260000.0,37222643.0,0.0,0.0
KH-00093,0.0,33570000.0,78860000.0,0.0,0.0
KH-00094,0.0,23330000.0,18460000.0,0.0,0.0
KH-00095,0.0,34730000.0,0.0,0.0,0.0
KH-00096,0.0,24340000.0,27787000.0,0.0,0.0
KH-00097,0.0,132045605.0,67304508.0,0.0,0.0
KH-00098,0.0,151780000.0,150700000.0,0.0,0.0
KH-00099,0.0,43710000.0,0.0,0.0,0.0
KH-00100,0.0,38569522.0,48725580.0,0.0,0.0
KH-00101,0.0,1180000.0,34240000.0,0.0,0.0
KH-00102,0.0,69700000.0,0.0,0.0,0.0
KH-00103,0.0,18680556.0,0.0,0.0,0.0
KH-00104,0.0,65335286.0,160880000.0,0.0,0.0
KH-00105,0.0,34910000.0,0.0,0.0,0.0
KH-00106,0.0,88360000.0,0.0,0.0,0.0
KH-00107,0.0,21760000.0,61070000.0,0.0,0.0
KH-00108,0.0,35900000.0,0.0,0.0,0.0
KH-00109,0.0,11900000.0,68890000.0,0.0,0.0
KH-00110,0.0,19750000.0,38150000.0,0.0,0.0
KH-00111,0.0,26040000.0,46588500.0,0.0,0.0
KH-00112,0.0,35180000.0,26261481.0,0.0,0.0
KH-00113,0.0,17790000.0,0.0,23649439.0,0.0
KH-00114,0.0,22550000.0,0.0,0.0,0.0
KH-00115,0.0,32360000.0,19890000.0,0.0,0.0
KH-00116,0.0,57090000.0,0.0,0.0,0.0
KH-00117,0.0,23960000.0,24530000.0,0.0,0.0
KH-00118,0.0,7361111.0,0.0,0.0,0.0
KH-00119,0.0,28372558.0,25141039.0,0.0,0.0
KH-00120,0.0,30742643.0,47177500.0,0.0,0.0
KH-00121,0.0,25527929.0,0.0,0.0,0.0
KH-00122,0.0,28520000.0,0.0,0.0,0.0
KH-00123,0.0,17390000.0,0.0,0.0,0.0
KH-00124,0.0,36220000.0,0.0,0.0,0.0
KH-00125,0.0,21860000.0,0.0,0.0,0.0
KH-00126,0.0,37970000.0,68200000.0,0.0,0.0
KH-00127,0.0,48240000.0,0.0,0.0,0.0
KH-00128,0.0,46560000.0,0.0,0.0,0.0
KH-00129,0.0,60307929.0,0.0,0.0,0.0
KH-00130,0.0,36600000.0,154580000.0,0.0,0.0
KH-00131,0.0,35090000.0,0.0,0.0,0.0
KH-00132,0.0,73740000.0,267910000.0,0.0,0.0
KH-00133,0.0,52861481.0,3000000.0,81618593.0,56226085.0
KH-00134,0.0,128609691.0,108069244.0,265356055.0,204911072.0
KH-00135,0.0,34180000.0,0.0,0.0,0.0
KH-00136,0.0,42370000.0,0.0,0.0,0.0
KH-00137,0.0,36580000.0,0.0,0.0,0.0
KH-00138,0.0,52850000.0,0.0,0.0,0.0
KH-00139,0.0,73572860.0,50725286.0,0.0,0.0
KH-00140,0.0,40760000.0,58150000.0,0.0,0.0
KH-00141,0.0,108820000.0,0.0,0.0,0.0
KH-00142,0.0,13450000.0,53098500.0,0.0,0.0
KH-00143,0.0,29700000.0,0.0,0.0,0.0
KH-00144,0.0,22418078.0,0.0,0.0,0.0
KH-00145,0.0,22940000.0,0.0,0.0,0.0
KH-00146,0.0,18640000.0,0.0,0.0,0.0
KH-00147,0.0,64955042.0,111443201.0,0.0,290326127.0
KH-00148,0.0,21422643.0,61360000.0,0.0,0.0
KH-00149,0.0,35767929.0,30520000.0,0.0,0.0
KH-00150,0.0,14582643.0,0.0,0.0,0.0
KH-00151,0.0,42300000.0,87961924.0,0.0,0.0
KH-00152,0.0,38830000.0,50215116.0,0.0,0.0
KH-00153,0.0,33900000.0,0.0,0.0,0.0
KH-00154,0.0,23640000.0,56360000.0,0.0,0.0
KH-00155,0.0,40062117.0,99947403.0,0.0,0.0
KH-00156,0.0,21250000.0,0.0,0.0,0.0
KH-00157,0.0,7018519.0,0.0,85935190.0,159185190.0
KH-00158,0.0,23040000.0,0.0,0.0,0.0
KH-00159,0.0,4611111.0,16138889.0,0.0,0.0
KH-00160,0.0,2768519.0,0.0,0.0,0.0
KH-00161,0.0,21197215.0,161648123.0,0.0,0.0
KH-00162,0.0,10510000.0,7370000.0,0.0,23001103.0
KH-00163,0.0,24015924.0,58679559.0,0.0,0.0
KH-00164,0.0,25750000.0,36000000.0,0.0,0.0
KH-00165,0.0,10890000.0,0.0,0.0,0.0
KH-00166,0.0,23312643.0,0.0,0.0,0.0
KH-00167,0.0,24390000.0,57830000.0,0.0,60264618.0
KH-00168,0.0,32882117.0,38780000.0,0.0,83676273.0
KH-00169,0.0,89420000.0,0.0,146086634.0,125702188.0
KH-00170,0.0,41700000.0,0.0,0.0,0.0
KH-00171,0.0,24259259.0,0.0,0.0,0.0
KH-00172,0.0,138944444.0,128777777.0,0.0,84722222.0
KH-00173,0.0,0.0,1582007777.0,0.0,0.0
KH-00174,0.0,0.0,23300000.0,0.0,0.0
KH-00175,0.0,0.0,7490741.0,0.0,0.0
KH-00176,0.0,0.0,1472222.0,0.0,0.0
KH-00177,0.0,0.0,7388889.0,0.0,0.0
KH-00178,0.0,0.0,2212963.0,0.0,0.0
KH-00179,0.0,0.0,4240741.0,0.0,0.0
KH-00180,0.0,0.0,47210000.0,99211644.0,36253876.0
KH-00181,0.0,0.0,145317087.0,83015809.0,102683313.0
KH-00182,0.0,0.0,13140000.0,0.0,0.0
KH-00183,0.0,0.0,20000000.0,0.0,0.0
KH-00184,0.0,0.0,24742962.0,0.0,0.0
KH-00185,0.0,0.0,2546296.0,0.0,0.0
KH-00186,0.0,0.0,67567129.0,0.0,0.0
KH-00187,0.0,0.0,2768519.0,0.0,0.0
KH-00188,0.0,0.0,75574075.0,0.0,0.0
KH-00189,0.0,0.0,68267826.0,0.0,0.0
KH-00190,0.0,0.0,54567000.0,0.0,0.0
KH-00191,0.0,0.0,2768519.0,0.0,0.0
KH-00192,0.0,0.0,47910000.0,0.0,0.0
KH-00193,0.0,0.0,244765884.0,0.0,0.0
KH-00194,0.0,0.0,154826001.0,0.0,72601255.0
KH-00195,0.0,0.0,38790000.0,0.0,0.0
KH-00196,0.0,0.0,51900000.0,0.0,0.0
KH-00197,0.0,0.0,143952962.0,0.0,0.0
KH-00198,0.0,0.0,161705220.0,0.0,0.0
KH-00199,0.0,0.0,64070000.0,0.0,0.0
KH-00200,0.0,0.0,56517000.0,0.0,0.0
KH-00201,0.0,0.0,54234212.0,0.0,0.0
KH-00202,0.0,0.0,57790000.0,0.0,0.0
KH-00203,0.0,0.0,2305556.0,0.0,0.0
KH-00204,0.0,0.0,24907407.0,0.0,0.0
KH-00205,0.0,0.0,58740000.0,0.0,0.0
KH-00206,0.0,0.0,30030000.0,0.0,0.0
KH-00207,0.0,0.0,101357296.0,0.0,0.0
KH-00208,0.0,0.0,121615286.0,0.0,0.0
KH-00209,0.0,0.0,52103683.0,0.0,0.0
KH-00210,0.0,0.0,31677734.0,0.0,0.0
KH-00211,0.0,0.0,31530000.0,0.0,0.0
KH-00212,0.0,0.0,99322643.0,0.0,0.0
KH-00213,0.0,0.0,2305556.0,0.0,0.0
KH-00214,0.0,0.0,81983500.0,0.0,0.0
KH-00215,0.0,0.0,37160000.0,0.0,0.0
KH-00216,0.0,0.0,61070000.0,0.0,0.0
KH-00217,0.0,0.0,193880000.0,50647773.0,183993846.0
KH-00218,0.0,0.0,40060000.0,30225917.0,0.0
KH-00219,0.0,0.0,73480000.0,130458306.0,35982213.0
KH-00220,0.0,0.0,74017929.0,0.0,0.0
KH-00221,0.0,0.0,59460000.0,0.0,0.0
KH-00222,0.0,0.0,42161481.0,0.0,0.0
KH-00223,0.0,0.0,33720000.0,0.0,0.0
KH-00224,0.0,0.0,36150000.0,0.0,0.0
KH-00225,0.0,0.0,84160000.0,0.0,0.0
KH-00226,0.0,0.0,26040000.0,0.0,0.0
KH-00227,0.0,0.0,40920000.0,0.0,0.0
KH-00228,0.0,0.0,18000000.0,0.0,0.0
KH-00229,0.0,0.0,33980000.0,0.0,0.0
KH-00230,0.0,0.0,20440000.0,0.0,0.0
KH-00231,0.0,0.0,107772500.0,0.0,0.0
KH-00232,0.0,0.0,19000000.0,0.0,0.0
KH-00233,0.0,0.0,22840000.0,0.0,0.0
KH-00234,0.0,0.0,24220000.0,0.0,0.0
KH-00235,0.0,0.0,87420000.0,0.0,0.0
KH-00236,0.0,0.0,35880000.0,0.0,0.0
KH-00237,0.0,0.0,59932962.0,0.0,0.0
KH-00238,0.0,0.0,33546143.0,0.0,0.0
KH-00239,0.0,0.0,34357000.0,0.0,0.0
KH-00240,0.0,0.0,39050000.0,0.0,0.0
KH-00241,0.0,0.0,88600000.0,0.0,0.0
KH-00242,0.0,0.0,36320000.0,0.0,0.0
KH-00243,0.0,0.0,35150000.0,0.0,0.0
KH-00244,0.0,0.0,33400000.0,0.0,0.0
KH-00245,0.0,0.0,2120370.0,0.0,0.0
KH-00246,0.0,0.0,38184000.0,0.0,0.0
KH-00247,0.0,0.0,126890000.0,0.0,0.0
KH-00248,0.0,0.0,100482859.0,0.0,0.0
KH-00249,0.0,0.0,37560000.0,0.0,0.0
KH-00250,0.0,0.0,95971481.0,0.0,0.0
KH-00251,0.0,0.0,119020000.0,0.0,0.0
KH-00252,0.0,0.0,59107574.0,0.0,0.0
KH-00253,0.0,0.0,7490741.0,0.0,0.0
KH-00254,0.0,0.0,43942860.0,0.0,0.0
KH-00255,0.0,0.0,58060000.0,0.0,0.0
KH-00256,0.0,0.0,151660000.0,0.0,0.0
KH-00257,0.0,0.0,39541481.0,0.0,0.0
KH-00258,0.0,0.0,39361481.0,0.0,0.0
KH-00259,0.0,0.0,35050000.0,0.0,0.0
KH-00260,0.0,0.0,66020000.0,0.0,0.0
KH-00261,0.0,0.0,49160000.0,0.0,0.0
KH-00262,0.0,0.0,64270000.0,0.0,0.0
KH-00263,0.0,0.0,35790000.0,0.0,0.0
KH-00264,0.0,0.0,131871676.0,0.0,0.0
KH-00265,0.0,0.0,115376430.0,0.0,0.0
KH-00266,0.0,0.0,83590000.0,0.0,0.0
KH-00267,0.0,0.0,85460000.0,0.0,0.0
KH-00268,0.0,0.0,58140000.0,0.0,0.0
KH-00269,0.0,0.0,52678500.0,0.0,0.0
KH-00270,0.0,0.0,57290000.0,0.0,0.0
KH-00271,0.0,0.0,20030000.0,0.0,0.0
KH-00272,0.0,0.0,43920000.0,0.0,0.0
KH-00273,0.0,0.0,44730000.0,0.0,0.0
KH-00274,0.0,0.0,18170000.0,0.0,0.0
KH-00275,0.0,0.0,35890000.0,0.0,0.0
KH-00276,0.0,0.0,68110000.0,0.0,0.0
KH-00277,0.0,0.0,232490000.0,0.0,0.0
KH-00278,0.0,0.0,47790000.0,0.0,0.0
KH-00279,0.0,0.0,17170000.0,0.0,0.0
KH-00280,0.0,0.0,22480000.0,0.0,0.0
KH-00281,0.0,0.0,42075286.0,0.0,0.0
KH-00282,0.0,0.0,51690000.0,0.0,0.0
KH-00283,0.0,0.0,54240000.0,0.0,0.0
KH-00284,0.0,0.0,35470000.0,22092772.0,0.0
KH-00285,0.0,0.0,55041000.0,0.0,0.0
KH-00286,0.0,0.0,2398148.0,0.0,0.0
KH-00287,0.0,0.0,4611111.0,0.0,0.0
KH-00288,0.0,0.0,53532962.0,0.0,33679990.0
KH-00289,0.0,0.0,64680000.0,0.0,0.0
KH-00290,0.0,0.0,14702643.0,0.0,0.0
KH-00291,0.0,0.0,24000000.0,0.0,0.0
KH-00292,0.0,0.0,28127001.0,0.0,0.0
KH-00293,0.0,0.0,20277778.0,0.0,0.0
KH-00294,0.0,0.0,2305556.0,0.0,0.0
KH-00295,0.0,0.0,34400000.0,0.0,0.0
KH-00296,0.0,0.0,23580000.0,0.0,0.0
KH-00297,0.0,0.0,20650000.0,0.0,0.0
KH-00298,0.0,0.0,96307574.0,0.0,0.0
KH-00299,0.0,0.0,24430000.0,0.0,0.0
KH-00300,0.0,0.0,17490000.0,0.0,0.0
KH-00301,0.0,0.0,64940000.0,0.0,0.0
KH-00302,0.0,0.0,36910000.0,0.0,0.0
KH-00303,0.0,0.0,12980000.0,0.0,0.0
KH-00304,0.0,0.0,17710000.0,0.0,0.0
KH-00305,0.0,0.0,32170000.0,0.0,0.0
KH-00306,0.0,0.0,16430000.0,0.0,0.0
KH-00307,0.0,0.0,29517574.0,0.0,0.0
KH-00308,0.0,0.0,38840000.0,0.0,0.0
KH-00309,0.0,0.0,21610000.0,0.0,0.0
KH-00310,0.0,0.0,34770000.0,0.0,0.0
KH-00311,0.0,0.0,39960000.0,0.0,0.0
KH-00312,0.0,0.0,46750000.0,0.0,0.0
KH-00313,0.0,0.0,18730000.0,0.0,0.0
KH-00314,0.0,0.0,70640000.0,0.0,0.0
KH-00315,0.0,0.0,20889981.0,0.0,0.0
KH-00316,0.0,0.0,42392500.0,0.0,0.0
KH-00317,0.0,0.0,17550000.0,0.0,0.0
KH-00318,0.0,0.0,30680000.0,0.0,0.0
KH-00319,0.0,0.0,27978500.0,0.0,0.0
KH-00320,0.0,0.0,18020000.0,0.0,0.0
KH-00321,0.0,0.0,22250000.0,0.0,0.0
KH-00322,0.0,0.0,16380000.0,0.0,0.0
KH-00323,0.0,0.0,10850000.0,0.0,0.0
KH-00324,0.0,0.0,34180000.0,0.0,0.0
KH-00325,0.0,0.0,59956468.0,0.0,0.0
KH-00326,0.0,0.0,13870000.0,0.0,0.0
KH-00327,0.0,0.0,55970000.0,0.0,0.0
KH-00328,0.0,0.0,37780000.0,0.0,0.0
KH-00329,0.0,0.0,21666667.0,0.0,0.0
KH-00330,0.0,0.0,61560000.0,0.0,0.0
KH-00331,0.0,0.0,16960000.0,0.0,0.0
KH-00332,0.0,0.0,24510000.0,0.0,0.0
KH-00333,0.0,0.0,22970000.0,0.0,0.0
KH-00334,0.0,0.0,0.0,244805554.0,0.0
KH-00335,0.0,0.0,0.0,3870371.0,0.0
KH-00336,0.0,0.0,0.0,4537038.0,0.0
KH-00337,0.0,0.0,0.0,9157407.0,0.0
KH-00338,0.0,0.0,0.0,214308277.0,381396546.0
KH-00339,0.0,0.0,0.0,39126658.0,30910732.0
KH-00340,0.0,0.0,0.0,74108412.0,0.0
KH-00341,0.0,0.0,0.0,595172742.0,424742680.0
KH-00342,0.0,0.0,0.0,62091380.0,305978076.0
KH-00343,0.0,0.0,0.0,103598860.0,53609983.0
KH-00344,0.0,0.0,0.0,50565548.0,0.0
KH-00345,0.0,0.0,0.0,14872220.0,0.0
